User_ID,Age,Gender,Education_Level,Employment_Status,Household_Income,Location_Type,Basic_Computer_Knowledge_Score,Internet_Usage_Score,Mobile_Literacy_Score,Post_Training_Basic_Computer_Knowledge_Score,Post_Training_Internet_Usage_Score,Post_Training_Mobile_Literacy_Score,Modules_Completed,Average_Time_Per_Module,Quiz_Performance,Session_Count,Engagement_Level,Adaptability_Score,Feedback_Rating,Skill_Application,Employment_Impact,Overall_Literacy_Score
U0211,52,Male,Primary,Self-Employed,High,Rural,19,14,49,63,60,72,13,23.06,88,29,Low,64,3,81,Yes,64.8
U0212,61,Female,Secondary,Other,Low,Rural,31,14,8,76,44,36,10,22.34,92,24,Medium,78,4,52,No,54.4
U0213,34,Other,Secondary,Unemployed,Medium,Rural,31,45,8,80,67,57,11,14.93,86,26,Medium,69,2,50,No,69.2
U0214,29,Male,None,Farmer,Low,Semi-Rural,32,5,16,63,50,63,7,15.65,91,29,Medium,72,5,66,No,59.1
U0215,19,Male,High School,Unemployed,Low,Rural,15,10,7,40,41,45,8,24.57,77,22,High,81,2,71,Yes,41.8
U0216,24,Female,Primary,Unemployed,Low,Semi-Rural,34,28,27,69,75,59,5,24.72,96,17,Low,51,1,86,Yes,67.8
U0217,25,Other,Primary,Other,Low,Rural,44,35,43,69,82,64,6,28.16,78,10,Medium,91,4,91,No,71.4
U0218,64,Male,High School,Farmer,High,Rural,23,30,43,61,62,89,6,20.93,94,27,Medium,66,1,75,Yes,69.7
U0219,55,Female,Primary,Student,Low,Rural,15,33,24,62,70,50,11,21.71,92,26,Medium,53,2,51,No,60.8
U0220,52,Male,High School,Student,Medium,Rural,38,41,32,88,89,59,7,12.21,65,19,Low,56,2,50,No,79.6
U0221,35,Other,Secondary,Farmer,Low,Rural,17,6,11,46,34,44,10,26.5,65,18,Medium,51,4,100,No,41.8
U0222,18,Female,Primary,Other,Low,Rural,6,8,50,53,44,90,7,28.21,85,11,Low,73,5,89,Yes,61.4
U0223,43,Male,Secondary,Farmer,Low,Rural,2,25,0,40,55,46,7,26.4,93,18,Medium,99,2,83,Yes,46.3
U0224,56,Female,None,Unemployed,Low,Rural,1,32,18,47,70,42,9,22.76,80,21,Low,93,5,85,No,52.4
U0225,47,Female,Secondary,Other,Low,Semi-Rural,7,36,36,38,73,70,15,23.01,97,27,High,54,1,88,No,58.1
U0226,29,Male,High School,Unemployed,Medium,Rural,32,12,19,52,36,43,9,16.04,70,11,Low,81,1,71,Yes,44.5
U0227,50,Other,Primary,Self-Employed,Medium,Semi-Rural,26,42,25,70,72,49,13,20.17,62,17,Low,91,4,61,Yes,64.3
U0228,22,Male,High School,Self-Employed,Low,Rural,10,21,50,32,66,100,15,17.11,88,13,Medium,50,4,80,No,62.6
U0229,42,Female,Secondary,Self-Employed,High,Rural,50,45,4,78,78,47,12,10.2,100,25,Low,75,2,84,No,68.7
U0230,48,Female,None,Student,Medium,Semi-Rural,19,14,3,56,42,30,13,20.77,99,30,Medium,52,2,78,Yes,44.0
U0231,56,Female,High School,Other,Low,Rural,35,50,25,74,94,63,13,20.89,68,13,High,53,4,66,Yes,76.7
U0232,34,Female,Primary,Other,Low,Rural,20,46,48,54,68,92,7,15.97,70,30,Low,52,5,67,No,69.6
U0233,46,Male,Primary,Unemployed,Low,Semi-Rural,2,32,6,32,75,34,6,25.94,85,28,Medium,63,4,53,Yes,45.5
U0234,19,Male,None,Other,Low,Rural,29,7,40,79,37,75,12,19.08,79,12,Low,78,3,76,No,65.2
U0235,34,Male,High School,Other,Low,Rural,35,22,49,58,44,89,6,16.22,99,11,Medium,84,4,87,No,63.1
U0236,26,Female,Secondary,Other,Medium,Semi-Rural,9,8,27,48,40,65,12,24.95,68,24,High,88,3,99,Yes,50.7
U0237,39,Male,Secondary,Farmer,Low,Semi-Rural,40,9,36,90,33,57,12,23.73,62,15,Medium,100,1,75,No,63.0
U0238,31,Female,High School,Unemployed,Low,Rural,1,46,45,25,71,95,13,12.03,83,29,Medium,54,4,67,No,59.8
U0239,19,Male,Primary,Unemployed,Low,Semi-Rural,2,5,23,28,33,54,6,11.45,64,14,High,83,1,99,No,37.3
U0240,41,Male,None,Student,Low,Rural,39,45,37,70,86,61,6,27.25,82,19,Medium,72,4,60,No,72.1
U0241,35,Male,High School,Unemployed,Low,Rural,43,35,21,69,85,46,9,21.19,100,20,Low,99,4,99,No,66.9
U0242,57,Male,Secondary,Self-Employed,Medium,Rural,27,35,11,50,67,39,9,25.77,62,18,Low,84,2,85,Yes,51.8
U0243,40,Female,Secondary,Other,Low,Rural,25,37,6,57,57,32,5,21.64,86,17,Low,60,4,65,Yes,49.5
U0244,57,Female,High School,Other,Medium,Rural,3,23,34,43,59,74,5,28.26,98,11,Medium,77,4,55,No,57.1
U0245,41,Female,Secondary,Farmer,Low,Rural,36,30,33,59,60,77,5,26.27,68,23,Medium,98,3,59,No,64.7
U0246,64,Female,Secondary,Farmer,Low,Rural,3,1,27,53,45,64,14,10.33,84,18,Low,99,5,83,Yes,53.9
U0247,64,Female,None,Farmer,Low,Rural,29,31,8,79,76,39,12,21.71,85,26,Low,66,5,93,No,66.1
U0248,59,Female,Secondary,Unemployed,High,Semi-Rural,22,13,10,69,57,52,15,27.92,83,14,Low,57,1,86,Yes,60.3
U0249,34,Male,High School,Unemployed,Medium,Semi-Rural,10,39,15,30,73,65,6,13.06,65,24,High,74,5,99,No,53.4
U0250,63,Female,None,Farmer,Low,Rural,37,43,21,84,76,59,13,20.4,100,17,High,97,4,71,No,74.1
U0251,27,Male,High School,Unemployed,Low,Rural,49,18,35,72,68,81,14,23.59,88,27,Medium,89,2,66,No,73.5
U0252,62,Female,Secondary,Self-Employed,Medium,Rural,27,14,41,67,40,80,13,18.79,93,13,Low,74,2,65,No,62.8
U0253,39,Other,None,Student,Low,Semi-Rural,6,29,45,40,60,86,15,22.68,100,10,Low,55,2,95,Yes,59.8
U0254,44,Male,None,Unemployed,Low,Rural,8,29,32,43,54,62,7,29.47,81,15,Medium,87,3,93,No,52.0
U0255,49,Male,None,Self-Employed,Low,Rural,33,43,38,75,82,59,8,18.77,68,27,Low,51,1,61,Yes,72.3
U0256,50,Female,None,Self-Employed,Low,Semi-Rural,37,8,50,81,46,72,15,18.05,65,25,Medium,58,1,67,Yes,67.8
U0257,58,Male,None,Unemployed,Medium,Rural,41,19,17,65,64,41,10,20.74,98,18,Medium,55,3,93,No,57.5
U0258,56,Male,High School,Farmer,High,Rural,9,12,32,44,38,71,14,20.93,74,13,Medium,69,2,57,No,50.3
U0259,24,Male,None,Other,Low,Rural,32,27,27,59,60,69,9,29.08,99,29,Medium,58,4,52,No,62.3
U0260,55,Male,None,Other,Low,Semi-Rural,39,31,0,82,75,47,5,27.08,75,14,Low,98,4,96,No,69.4
U0261,61,Female,None,Self-Employed,Low,Rural,17,22,32,50,50,66,11,14.46,68,12,Low,51,3,67,No,54.8
U0262,61,Female,Primary,Self-Employed,Low,Rural,9,33,39,42,83,74,15,23.32,72,22,Low,83,4,67,No,63.9
U0263,21,Male,Secondary,Self-Employed,Low,Semi-Rural,46,23,11,67,44,55,5,14.99,88,20,High,99,1,73,No,56.5
U0264,27,Other,High School,Farmer,Low,Semi-Rural,9,9,44,51,59,71,6,22.61,86,21,Low,82,2,84,No,59.4
U0265,63,Male,High School,Student,Medium,Rural,20,44,25,68,91,66,12,25.32,90,24,High,100,4,78,No,74.3
U0266,45,Male,None,Self-Employed,High,Rural,1,16,46,21,60,86,6,14.4,90,21,High,73,1,96,No,52.2
U0267,52,Female,Secondary,Unemployed,High,Rural,36,20,12,62,50,61,7,19.0,79,28,High,82,5,85,Yes,58.1
U0268,55,Male,Primary,Student,Low,Rural,44,35,6,73,55,28,10,24.15,99,12,Low,53,2,50,No,54.1
U0269,29,Female,Primary,Student,Medium,Rural,21,35,1,61,72,35,8,15.61,96,26,High,78,1,88,No,56.5
U0270,59,Male,Secondary,Unemployed,Medium,Rural,44,35,41,72,62,76,10,21.29,84,28,Medium,73,4,56,Yes,70.2
U0271,63,Female,Secondary,Farmer,High,Rural,45,3,22,82,33,53,13,23.09,96,18,Low,87,5,75,No,58.6
U0272,28,Female,Secondary,Farmer,Low,Rural,4,14,47,30,42,90,15,25.96,86,25,Low,89,5,55,Yes,51.6
U0273,28,Male,Secondary,Other,Medium,Semi-Rural,37,15,16,68,46,51,11,23.95,97,25,High,83,2,82,No,56.3
U0274,23,Male,Secondary,Unemployed,Medium,Rural,43,41,37,77,90,64,8,28.97,86,20,Low,77,2,76,No,77.0
U0275,64,Female,High School,Farmer,Medium,Rural,7,27,10,57,47,50,14,12.65,97,13,Low,72,1,75,No,51.9
U0276,26,Female,Secondary,Self-Employed,Low,Rural,1,20,43,33,68,75,5,23.77,73,16,High,99,4,66,No,56.1
U0277,54,Male,High School,Self-Employed,Medium,Semi-Rural,46,30,31,90,77,78,15,21.91,76,28,Low,100,3,74,No,82.5
U0278,34,Female,High School,Self-Employed,Low,Rural,8,43,43,56,89,86,10,28.56,84,24,High,64,5,51,No,74.9
U0279,29,Male,None,Other,Low,Rural,47,18,16,85,68,60,5,15.81,63,15,High,53,4,86,No,72.4
U0280,30,Male,Secondary,Unemployed,Medium,Rural,32,7,12,76,37,33,9,11.36,69,16,High,66,3,84,Yes,51.4
U0281,53,Other,Secondary,Unemployed,Low,Rural,50,13,5,74,46,47,11,18.51,61,16,Medium,81,1,93,No,57.5
U0282,54,Female,High School,Student,Low,Rural,38,36,39,70,72,73,14,26.64,78,11,High,65,5,92,No,71.5
U0283,55,Male,Primary,Farmer,Low,Semi-Rural,35,29,29,80,72,59,5,10.08,94,30,Medium,80,3,80,No,71.3
U0284,59,Female,Primary,Other,Low,Semi-Rural,25,21,50,60,46,98,6,26.79,77,16,High,75,2,79,No,67.2
U0285,38,Female,Primary,Unemployed,Medium,Semi-Rural,13,15,5,56,64,31,14,12.55,98,14,Low,91,3,61,No,50.9
U0286,30,Male,None,Unemployed,Medium,Rural,32,28,39,80,59,67,11,17.46,60,25,High,77,3,67,No,69.8
U0287,37,Female,High School,Unemployed,High,Rural,23,40,12,55,75,60,12,17.07,90,10,High,78,4,93,Yes,62.5
U0288,55,Male,Secondary,Farmer,Low,Rural,26,7,43,53,42,77,15,10.98,79,23,Medium,79,3,81,Yes,56.9
U0289,40,Male,Primary,Farmer,Medium,Semi-Rural,2,32,30,28,58,50,5,10.59,93,22,Medium,95,1,63,Yes,43.6
U0290,46,Male,Secondary,Student,Low,Rural,43,30,31,68,53,55,8,14.14,97,26,Medium,90,4,98,No,59.6
U0291,41,Male,High School,Other,Medium,Rural,31,45,3,52,77,27,15,15.42,77,27,High,87,3,77,Yes,52.0
U0292,53,Male,Secondary,Self-Employed,Low,Rural,49,49,27,95,91,63,13,29.22,72,12,Medium,66,2,57,No,84.2
U0293,40,Female,Primary,Other,Low,Rural,24,43,9,57,64,44,6,13.98,78,17,Low,66,1,56,Yes,55.2
U0294,34,Other,High School,Unemployed,Low,Semi-Rural,11,13,25,31,39,50,10,21.61,74,14,Medium,77,1,69,No,39.1
U0295,25,Male,None,Self-Employed,Low,Rural,41,20,49,68,48,82,13,28.65,69,30,Medium,86,4,84,No,66.2
U0296,25,Male,High School,Other,Low,Semi-Rural,36,10,6,84,45,41,8,10.53,89,23,Medium,51,4,68,Yes,59.4
U0297,54,Male,Secondary,Farmer,Low,Semi-Rural,47,6,23,76,30,63,8,29.72,81,23,Medium,94,1,50,Yes,58.3
U0298,58,Female,Secondary,Self-Employed,Medium,Semi-Rural,10,1,5,57,32,31,14,28.94,74,24,Low,59,1,66,No,41.7
U0299,24,Male,High School,Student,Low,Rural,8,47,38,56,85,85,13,20.65,93,20,High,82,5,95,Yes,73.4
U0300,27,Female,Secondary,Self-Employed,Low,Rural,0,1,2,40,29,36,15,20.08,98,30,Medium,96,2,76,Yes,35.5
U0301,48,Female,None,Other,Low,Rural,49,37,46,84,73,70,7,12.56,97,19,Low,64,4,78,No,76.5
U0302,26,Female,None,Other,Medium,Semi-Rural,39,36,8,65,86,48,15,27.91,68,19,Medium,92,2,81,Yes,66.2
U0303,40,Female,Primary,Student,Low,Rural,3,47,45,23,94,89,10,13.84,82,28,Medium,98,4,80,No,64.1
U0304,49,Male,Primary,Self-Employed,High,Rural,17,28,50,62,63,98,13,11.54,65,21,Medium,62,3,86,No,73.1
U0305,42,Female,Primary,Other,Medium,Rural,27,19,35,77,56,83,11,23.63,92,28,High,76,3,63,Yes,72.5
U0306,59,Female,Primary,Other,Low,Rural,15,21,37,37,62,76,13,22.34,87,25,Low,65,1,86,No,56.2
U0307,24,Male,None,Student,Low,Rural,8,21,30,56,60,76,5,15.97,96,18,Low,50,5,89,No,63.2
U0308,36,Female,Secondary,Farmer,Low,Rural,34,1,9,68,28,33,14,23.17,71,21,Low,63,5,56,Yes,45.5
U0309,24,Male,High School,Other,Low,Rural,33,26,34,73,54,75,6,18.18,90,16,High,53,5,86,No,67.9
U0310,22,Male,None,Self-Employed,High,Semi-Rural,49,46,47,96,76,80,6,12.97,75,11,Low,76,5,97,Yes,85.2
U0311,35,Male,Primary,Unemployed,Low,Semi-Rural,1,49,15,22,76,47,13,28.23,91,15,Low,79,3,69,No,45.7
U0312,51,Male,None,Unemployed,Low,Rural,32,0,22,63,48,50,13,12.34,92,30,Medium,95,5,52,No,54.6
U0313,51,Male,Secondary,Farmer,Medium,Rural,47,13,30,81,55,60,11,18.82,100,25,High,83,5,65,No,66.9
U0314,57,Male,Secondary,Self-Employed,Medium,Semi-Rural,34,31,29,58,71,58,9,11.71,70,11,High,76,4,72,No,61.9
U0315,52,Male,Primary,Self-Employed,Medium,Rural,36,10,38,74,36,63,9,18.97,85,18,Medium,78,5,86,No,59.3
U0316,38,Female,High School,Self-Employed,High,Rural,50,40,38,95,83,63,12,15.82,82,17,Medium,79,5,88,No,81.8
U0317,31,Male,None,Other,Low,Rural,11,5,1,31,53,37,8,22.85,60,27,High,87,1,73,No,39.4
U0318,63,Other,None,Self-Employed,Low,Semi-Rural,2,0,37,34,37,65,14,19.95,61,20,Medium,69,5,90,No,44.2
U0319,42,Male,None,Unemployed,Low,Rural,31,48,16,61,79,49,12,16.09,63,19,Low,72,5,63,No,62.8
U0320,54,Male,Primary,Farmer,Low,Semi-Rural,6,41,46,37,89,83,5,14.04,61,18,Low,74,3,62,Yes,66.4
U0321,57,Male,Secondary,Self-Employed,Medium,Rural,40,20,5,83,52,47,15,11.99,93,17,Medium,86,3,82,Yes,62.9
U0322,26,Other,Primary,Farmer,Low,Rural,35,27,3,63,51,49,9,17.37,81,15,Low,89,4,68,No,55.2
U0323,43,Male,Secondary,Student,High,Rural,7,41,42,40,63,80,15,13.12,78,18,Medium,54,1,57,No,58.9
U0324,40,Female,Primary,Unemployed,Low,Rural,8,5,7,43,31,27,13,11.69,76,28,Medium,100,1,58,Yes,34.6
U0325,27,Male,Secondary,Unemployed,Medium,Rural,3,42,22,46,65,52,8,10.62,65,20,Medium,100,2,88,Yes,53.5
U0326,60,Female,Primary,Unemployed,Low,Rural,6,4,21,47,44,70,5,14.26,78,20,High,86,4,93,No,53.0
U0327,46,Male,Primary,Other,Low,Rural,10,2,26,58,35,65,8,15.41,96,24,Low,52,5,68,No,53.2
U0328,34,Male,High School,Unemployed,Medium,Rural,37,37,3,71,57,24,5,11.37,63,14,Medium,64,3,86,No,52.7
U0329,42,Female,Secondary,Unemployed,Low,Rural,43,39,18,64,86,38,5,23.62,82,30,Low,89,1,65,Yes,62.8
U0330,32,Male,Primary,Unemployed,Low,Rural,10,7,31,45,36,77,8,19.9,70,24,Low,86,5,94,No,51.9
U0331,59,Other,Secondary,Farmer,Low,Rural,3,3,10,30,37,44,5,28.86,100,21,High,51,1,67,No,36.3
U0332,50,Male,Secondary,Unemployed,Medium,Semi-Rural,19,0,43,40,28,77,8,15.71,85,30,High,96,4,67,No,47.5
U0333,32,Female,None,Other,Low,Semi-Rural,35,17,30,84,66,63,10,19.07,60,15,Low,60,5,84,No,72.3
U0334,39,Other,None,Self-Employed,Medium,Rural,3,17,7,31,55,41,5,11.15,73,29,Medium,88,2,71,No,41.2
U0335,29,Male,Secondary,Self-Employed,Low,Rural,21,0,34,55,40,79,10,28.58,88,21,High,100,3,79,No,57.7
U0336,24,Male,Primary,Self-Employed,Low,Rural,45,33,46,66,60,70,9,14.07,60,28,Medium,77,1,86,No,65.4
U0337,48,Female,Secondary,Other,Medium,Rural,47,17,47,69,41,92,6,13.27,62,27,Low,53,5,76,No,67.5
U0338,55,Other,Primary,Student,High,Rural,0,1,35,33,35,74,12,10.9,98,28,Medium,79,1,70,No,45.9
U0339,27,Male,Primary,Unemployed,Medium,Semi-Rural,43,12,35,83,33,84,11,22.71,81,28,Medium,87,2,99,No,68.3
U0340,59,Male,Primary,Other,Low,Semi-Rural,33,17,26,54,63,54,14,21.06,100,16,Medium,79,5,62,No,56.7
U0341,42,Male,Primary,Self-Employed,Low,Semi-Rural,23,40,33,73,72,74,5,28.48,78,18,High,55,5,96,Yes,73.0
U0342,45,Female,Primary,Student,Low,Rural,17,2,14,54,44,56,10,26.61,98,27,Low,82,4,92,Yes,51.6
U0343,56,Other,High School,Farmer,Low,Rural,18,11,0,40,60,29,8,10.24,83,27,Low,91,1,67,No,42.7
U0344,33,Female,High School,Farmer,Low,Semi-Rural,6,50,0,42,77,44,8,24.77,83,16,Low,64,4,63,Yes,53.1
U0345,22,Male,High School,Other,Medium,Rural,36,32,26,70,66,72,12,27.77,71,17,Low,80,1,62,No,69.4
U0346,33,Female,None,Other,Low,Rural,15,3,49,56,42,92,15,27.08,99,30,Medium,97,4,100,No,62.6
U0347,57,Male,Primary,Self-Employed,Low,Rural,35,37,37,70,85,62,11,28.69,69,17,Medium,55,4,96,No,72.1
U0348,19,Female,Primary,Unemployed,Low,Semi-Rural,47,8,46,73,53,86,8,24.73,66,21,High,70,5,76,No,70.9
U0349,56,Female,None,Unemployed,Medium,Rural,21,28,12,48,54,41,7,15.11,72,12,Medium,69,4,67,No,47.7
U0350,19,Female,Secondary,Self-Employed,Low,Semi-Rural,3,9,18,41,36,46,15,12.64,69,25,High,91,2,68,No,41.0
U0351,44,Male,None,Unemployed,Medium,Rural,14,45,18,42,88,59,7,20.15,81,20,Low,65,3,64,No,60.9
U0352,39,Male,Secondary,Farmer,High,Rural,0,6,23,23,33,48,14,19.38,64,18,Low,62,3,89,No,33.5
U0353,35,Female,Primary,Other,Medium,Rural,15,33,16,38,75,41,11,16.47,90,24,High,74,5,61,Yes,50.0
U0354,27,Female,High School,Self-Employed,Low,Rural,10,21,4,48,71,32,6,23.69,87,16,Medium,87,1,67,No,50.1
U0355,26,Male,Primary,Self-Employed,Medium,Rural,18,20,31,65,65,69,9,17.57,83,27,Medium,70,1,62,No,66.2
U0356,39,Male,Secondary,Unemployed,Medium,Rural,15,33,27,63,63,53,9,13.61,98,20,Medium,67,4,55,No,60.0
U0357,20,Female,High School,Other,Medium,Rural,21,8,44,70,57,93,14,28.38,72,28,Medium,96,5,100,No,73.0
U0358,64,Female,Secondary,Unemployed,Medium,Rural,21,4,18,61,53,50,6,19.26,82,28,Medium,98,2,51,No,55.3
U0359,43,Other,Primary,Self-Employed,Low,Semi-Rural,10,4,19,47,48,66,11,20.51,65,12,Medium,92,3,67,Yes,53.0
U0360,59,Female,High School,Self-Employed,High,Semi-Rural,22,32,17,49,79,54,6,25.03,62,24,Medium,89,3,88,No,59.5
U0361,47,Female,High School,Other,Low,Rural,16,35,41,56,62,80,5,11.41,66,16,Medium,88,1,100,No,65.0
U0362,43,Other,Secondary,Self-Employed,Low,Rural,30,20,18,51,48,67,15,29.89,66,19,Low,90,1,90,Yes,54.9
U0363,28,Female,None,Farmer,Low,Semi-Rural,48,17,29,81,48,75,9,15.44,85,12,Medium,50,5,98,Yes,69.3
U0364,64,Female,None,Self-Employed,Low,Rural,47,27,46,70,53,83,7,12.65,88,22,Medium,77,2,82,Yes,68.8
U0365,50,Female,Secondary,Other,Low,Rural,44,30,38,65,72,88,8,27.73,67,11,Medium,54,3,68,No,74.0
U0366,63,Male,Secondary,Student,High,Rural,3,37,46,31,78,82,11,27.53,90,13,Low,89,1,57,No,60.4
U0367,28,Female,Secondary,Farmer,Medium,Rural,31,16,26,78,53,53,12,26.84,85,12,Medium,55,3,73,No,63.0
U0368,54,Male,Secondary,Other,Medium,Semi-Rural,31,45,35,69,95,81,14,20.76,86,27,Low,99,4,99,No,80.4
U0369,34,Male,Primary,Student,Low,Semi-Rural,3,37,19,50,58,57,8,25.98,93,13,Low,69,3,90,No,54.5
U0370,64,Male,Secondary,Student,Medium,Semi-Rural,12,33,32,52,64,55,14,26.86,78,17,Medium,63,4,59,Yes,56.5
U0371,48,Other,High School,Student,Low,Rural,13,32,16,54,58,61,12,14.65,60,10,Low,66,1,91,Yes,57.3
U0372,31,Male,Primary,Farmer,Medium,Rural,31,32,49,61,76,97,10,23.57,93,22,Medium,97,4,57,No,76.3
U0373,58,Male,Primary,Self-Employed,Low,Rural,42,5,11,85,31,36,10,11.02,78,21,High,82,2,82,No,54.1
U0374,48,Male,Primary,Farmer,Low,Semi-Rural,13,19,7,51,56,29,10,16.08,86,23,High,72,5,69,No,45.9
U0375,37,Male,High School,Self-Employed,Low,Semi-Rural,29,45,3,75,80,24,5,25.12,72,20,Medium,76,1,63,Yes,61.2
U0376,37,Female,None,Farmer,High,Rural,18,15,17,49,57,49,11,23.42,66,22,Low,73,3,65,No,51.4
U0377,44,Female,High School,Farmer,Low,Rural,25,44,31,72,73,73,8,12.8,83,13,Low,67,3,95,No,72.6
U0378,22,Male,None,Unemployed,Medium,Rural,22,47,16,55,92,65,14,23.26,75,23,Low,95,3,100,Yes,69.1
U0379,26,Male,Secondary,Self-Employed,High,Semi-Rural,44,17,0,85,66,33,10,22.32,96,27,Medium,59,1,94,No,63.7
U0380,23,Male,Secondary,Farmer,High,Rural,7,29,4,35,51,53,15,20.15,82,21,High,70,2,87,No,45.2
U0381,31,Other,High School,Student,Low,Semi-Rural,39,44,29,78,83,67,7,23.23,62,14,Medium,84,5,55,No,76.2
U0382,23,Female,High School,Unemployed,High,Semi-Rural,21,24,32,41,62,65,6,14.76,71,11,Medium,67,3,73,No,54.5
U0383,19,Male,Primary,Farmer,Medium,Rural,21,43,44,44,65,75,8,29.87,69,11,Medium,62,5,71,No,59.6
U0384,46,Female,Primary,Self-Employed,Low,Rural,9,14,19,50,64,44,7,21.22,60,28,Low,77,1,100,No,52.4
U0385,21,Female,None,Self-Employed,Low,Rural,15,41,5,64,85,34,9,20.32,90,23,High,65,2,87,No,61.3
U0386,22,Male,High School,Farmer,Low,Rural,4,47,9,42,86,45,13,25.67,69,12,Low,74,2,55,No,56.1
U0387,19,Female,Primary,Unemployed,Medium,Rural,15,7,23,38,57,45,13,14.99,81,10,High,81,4,62,No,45.8
U0388,27,Male,High School,Other,Low,Rural,37,17,43,84,42,65,13,23.65,80,26,Medium,78,3,92,No,65.7
U0389,27,Female,Secondary,Farmer,Low,Rural,10,3,1,33,41,23,8,23.75,89,27,Medium,68,3,63,No,32.4
U0390,52,Male,Primary,Student,Medium,Rural,42,7,45,63,56,83,7,28.24,96,28,Medium,84,4,98,No,66.9
U0391,58,Female,Primary,Farmer,Medium,Rural,31,22,12,56,71,51,8,25.14,87,29,High,97,2,72,No,59.0
U0392,49,Male,Secondary,Unemployed,High,Semi-Rural,0,32,47,30,67,87,12,27.86,82,27,Medium,97,2,69,No,58.2
U0393,52,Male,None,Other,Low,Rural,1,25,42,45,73,68,13,19.18,78,29,Low,91,3,73,Yes,60.3
U0394,52,Female,High School,Student,Low,Rural,50,16,43,90,55,64,5,19.39,64,22,Medium,79,2,70,Yes,71.7
U0395,46,Male,None,Unemployed,Low,Rural,47,15,49,69,47,76,15,15.9,99,16,Low,62,1,73,No,64.5
U0396,41,Female,None,Other,Low,Rural,50,45,23,85,81,68,15,15.06,69,30,Medium,86,1,56,No,78.7
U0397,39,Male,Secondary,Other,Low,Rural,19,16,41,43,52,62,9,13.42,86,19,High,79,3,71,No,51.4
U0398,34,Female,None,Unemployed,Low,Semi-Rural,15,46,29,35,79,76,15,28.03,76,28,Low,70,3,100,No,60.5
U0399,18,Female,None,Unemployed,High,Rural,35,15,6,75,53,39,13,28.46,100,26,Low,81,3,75,No,57.6
U0400,34,Female,Secondary,Farmer,Low,Rural,0,39,14,47,84,52,8,16.7,67,13,Medium,66,5,88,No,59.6
U0401,50,Female,High School,Other,Medium,Semi-Rural,32,45,29,71,90,61,5,18.67,69,22,Medium,95,3,96,Yes,73.7
U0402,36,Female,Primary,Unemployed,Low,Rural,41,1,5,83,34,55,12,13.46,85,23,Medium,79,3,73,No,59.9
U0403,24,Female,High School,Unemployed,Low,Rural,17,18,9,43,52,43,14,24.23,84,10,Low,60,5,97,Yes,45.7
U0404,47,Male,Secondary,Other,Low,Rural,47,48,19,83,71,46,11,18.95,98,24,Medium,66,5,62,Yes,68.3
U0405,26,Female,Primary,Farmer,Low,Rural,47,22,46,83,69,80,12,13.25,61,19,Medium,87,3,56,No,77.9
U0406,26,Female,None,Student,High,Rural,25,24,22,64,61,44,13,24.14,84,12,Medium,56,5,66,No,57.1
U0407,39,Female,High School,Unemployed,Low,Rural,37,41,45,60,66,92,13,29.13,71,20,High,76,5,63,No,71.4
U0408,31,Female,High School,Unemployed,Medium,Rural,0,16,1,27,41,42,9,12.45,75,27,Medium,96,3,76,No,35.7
U0409,51,Male,High School,Self-Employed,Medium,Semi-Rural,21,44,8,54,92,36,10,25.19,85,27,Low,53,2,62,No,60.0
U0410,60,Male,High School,Student,Medium,Semi-Rural,12,49,6,58,91,51,5,11.9,86,12,Low,50,3,94,No,65.8
U0411,35,Male,Secondary,Other,Low,Rural,28,49,17,56,86,46,6,20.9,64,23,Medium,97,5,65,Yes,62.0
U0412,45,Female,None,Student,Medium,Rural,24,19,47,72,41,80,7,17.91,67,25,Medium,91,5,66,Yes,65.1
U0413,42,Female,Primary,Student,Low,Rural,24,12,20,44,36,63,6,21.9,74,29,High,84,4,91,Yes,47.3
U0414,38,Female,None,Other,High,Semi-Rural,0,48,28,37,71,77,15,17.23,85,13,Medium,59,3,91,No,59.2
U0415,40,Male,Primary,Student,Medium,Rural,21,2,9,58,37,50,10,29.14,93,23,Medium,96,3,56,No,49.3
U0416,36,Male,Primary,Farmer,Low,Semi-Rural,20,27,12,47,50,57,10,19.29,95,28,High,54,4,96,No,50.9
U0417,23,Female,None,Farmer,High,Rural,23,29,35,45,68,77,8,25.2,100,20,Medium,88,4,94,No,61.5
U0418,41,Female,Primary,Farmer,Medium,Rural,28,14,26,57,62,72,10,14.16,84,29,High,56,3,50,No,63.0
U0419,18,Female,Secondary,Self-Employed,Medium,Semi-Rural,45,18,39,78,44,79,9,28.94,83,26,Medium,72,1,55,No,68.1
U0420,33,Female,Primary,Self-Employed,Low,Semi-Rural,31,39,3,56,85,42,8,20.47,99,26,Medium,72,5,61,Yes,60.5
U0421,53,Female,Secondary,Student,Medium,Semi-Rural,18,25,16,41,48,44,11,17.57,78,12,Medium,65,4,73,No,44.0
U0422,42,Male,Secondary,Farmer,Medium,Rural,35,47,33,82,82,55,9,17.76,64,20,Low,66,4,66,No,73.9
U0423,61,Other,None,Unemployed,High,Rural,10,47,48,42,71,72,9,27.97,72,18,High,95,4,60,Yes,59.7
U0424,44,Female,High School,Student,High,Rural,47,1,1,70,48,22,6,11.49,95,12,Low,74,1,77,No,49.0
U0425,62,Male,Primary,Other,Low,Rural,19,8,50,61,31,89,7,16.46,99,25,Low,100,5,55,No,60.4
U0426,47,Other,High School,Student,Low,Rural,34,44,4,63,84,45,15,24.25,71,16,Low,56,4,58,No,63.9
